cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Centurion;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/centurion;Savanna Park;http://savanna-park.postalcodez.co.za/postalcode/gp/city-of-tshwane/centurion/savanna-park;Location: Savanna Park;157;14;Centurion;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Centurion;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/centurion;Die Hoewes Ext 46;http://die-hoewes-ext-46.postalcodez.co.za/postalcode/gp/city-of-tshwane/centurion/die-hoewes-ext-46;Location: Die Hoewes Ext 46;157;-------;Centurion;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Alkantrant;http://alkantrant.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/alkantrant;Location: Alkantrant;81;5;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Mabopane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/mabopane;Moiletswane;http://moiletswane.postalcodez.co.za/postalcode/gp/city-of-tshwane/mabopane/moiletswane;Location: Moiletswane;190;203;Mabopane;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Salvokop;http://salvokop.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/salvokop;Location: Salvokop;2;-------;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Soshanguve;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/soshanguve;Soshanguve Ext 6;http://soshanguve-ext-6.postalcodez.co.za/postalcode/gp/city-of-tshwane/soshanguve/soshanguve-ext-6;Location: Soshanguve East Ext 6;152;164;Soshanguve;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Faerie Glen;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/faerie-glen;Faerie Glen Ext 36;http://faerie-glen-ext-36.postalcodez.co.za/postalcode/gp/city-of-tshwane/faerie-glen/faerie-glen-ext-36;Location: Faerie Glen Ext 36;81;43;Faerie Glen;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Silverton;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/silverton;Silverton Ext 6;http://silverton-ext-6.postalcodez.co.za/postalcode/gp/city-of-tshwane/silverton/silverton-ext-6;Location: Silverton Ext 6;184;-------;Silverton;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Soshanguve;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/soshanguve;Soshanguve Block Vv Ext 4;http://soshanguve-block-vv-ext-4.postalcodez.co.za/postalcode/gp/city-of-tshwane/soshanguve/soshanguve-block-vv-ext-4;Location: Soshanguve Block Vv Ext 4;152;164;Soshanguve;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Mabopane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/mabopane;Odinburg;http://odinburg.postalcodez.co.za/postalcode/gp/city-of-tshwane/mabopane/odinburg;Location: Odinburg;190;205;Mabopane;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Waterkloof;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/waterkloof;Menlyn Ext 3;http://menlyn-ext-3.postalcodez.co.za/postalcode/gp/city-of-tshwane/waterkloof/menlyn-ext-3;Location: Menlyn Ext 3;181;-------;Waterkloof;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Pretoria-Noord Uit 3;http://pretoria-noord-uit-3.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/pretoria-noord-uit-3;Location: Pretoria-Noord Uit 3;182;-------;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Temba;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/temba;Temba Eenheid 3;http://temba-eenheid-3.postalcodez.co.za/postalcode/gp/city-of-tshwane/temba/temba-eenheid-3;Location: Temba Eenheid 3;407;-------;Temba;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria North;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria-north;Dorandia Uit 11;http://dorandia-uit-11.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria-north/dorandia-uit-11;Location: Dorandia Uit 11;182;-------;Pretoria North;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Glenstantia;http://glenstantia.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/glenstantia;Location: Glenstantia;181;10;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Koedoespoort Industrial Area;http://koedoespoort-industrial-area.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/koedoespoort-industrial-area;Location: Koedoespoort Industrial Area;186;-------;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Menlo Park;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/menlo-park;Garsfontein Uit 11;http://garsfontein-uit-11.postalcodez.co.za/postalcode/gp/city-of-tshwane/menlo-park/garsfontein-uit-11;Location: Garsfontein Uit 11;81;42;Menlo Park;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
